kuchnia,rynek,balkon,liczba_pieter_budynku,rok_budowy,miasto,liczba_pokoi,wykonczenie,ulica,pietro,rodzaj_zabudowy,powierzchnia,dzielnica,forma-wlasnosci,adres,serwis,material_budynku,oferta,ogrzewanie,winda,czynsz,typ_ogrzewania,dodatkowe_informacje,ulica_i_nr
-1,-1,-1,5,2011,-1,3,-1,-1,3,-1,94.0,-1,-1,"Gdańsk, Długie, Ogrody, Szafarnia",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Winda, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
oddzielna,wtórny,tak ,3,1996,Gdańsk,3,-1,iii brygady szczerbca,parter / 3 ,-1,65.4,orunia górna,własność,"gdańsk, orunia górna, iii brygady szczerbca",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,17,2018,-1,2,-1,-1,9,-1,44.44,-1,-1,"Gdańsk, Śródmieście, Wałowa",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Miejsce parkingowe",-1
brak,wtórny,-1,16,2009,Gdańsk,2,dozamieszkania,-1,4,apartamentowiec,52.0,-1,-1,"Gdańsk, Wrzeszcz",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
aneks,pierwotny,tak ,3,2019,Gdańsk,2,-1,"łostowice,",3 / 3 ,blok,46.45,ujeścisko-łostowice,własność,"gdańsk, ujeścisko-łostowice, łostowice, ",morizon,zróżnicowany,-1,-1,-1,-1,-1,-1,-1
w aneksie,-1,-1,18,2015,Gdańsk,1,-1,-1,15,apartamentowiec,27.0,przymorze,-1,"Gdańsk,Przymorze,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,10,1974,Gdynia,3,dozamieszkania,-1,0,blok,57.7,-1,-1,"Gdynia, Wzgórze Św. Maksymiliana, ul. Stanisława Wyspiańskiego",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
oddzielna,wtórny,tak ,10,1980,Gdańsk,3,wysoki standard,poli gojawiczyńskiej,8 / 10 ,wieżowiec,52.5,morena,spółdzielcze własnościowe,"gdańsk, morena, poli gojawiczyńskiej",morizon,wielka płyta,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,1,2019,Gdynia,3,dozamieszkania,-1,1,-1,66.42,-1,-1,"Gdynia, Pogórze, Madrycka",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
-1,-1,-1,3,1898,-1,3,-1,-1,1,-1,50.0,-1,-1,"Sopot, Dolny, Sopot, Władysława, Jagiełły",trojmiasto,-1,-1,-1,-1,-1,Gazowe,Miejsce parkingowe,-1
oddzielna,wtórny,-1,5,1970,Gdańsk,2,do adaptacji,rzęsna,4 / 5 ,blok,28.0,rudniki,-1,"gdańsk, rudniki, rzęsna",morizon,beton,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1995,-1,2,-1,-1,3,-1,54.0,-1,-1,"Gdynia, Pustki, Cisowskie, Chabrowa",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,-1,-1
-1,-1,-1,7,2008,-1,2,-1,-1,6,-1,62.7,-1,-1,"Gdańsk, Suchanino, Zygmunta, Noskowskiego",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Woda, Kanalizacja, Miejsce parkingowe",-1
-1,pierwotny,-1,3,2019,Gdańsk,3,-1,-1,parter / 3 ,-1,74.97,morena,-1,"gdańsk, morena, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,2019,-1,2,-1,-1,2,-1,36.9,-1,-1,"Gdańsk, Opacka, 32",trojmiasto,-1,-1,-1,-1,-1,Miejskie,"Balkon, Winda, Miejsce parkingowe, Internet, Aneks kuchenny, Kablówka, Ochrona, Komórka lokatorska, Rowerownia, Osiedle zamknięte",-1
-1,-1,-1,3,1950,-1,2,-1,-1,3,-1,54.49,-1,-1,"Gdańsk, Śródmieście, Osiek",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Piwnica, Aneks kuchenny",-1
aneks,wtórny,-1,5,2018,Gdańsk,4,idealny,śródmieście,3 / 5 ,-1,117.0,gdańsk,pełna własność,"gdańsk, gdańsk, śródmieście ",morizon,murowana,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,-1,10,1975,Gdańsk,3,dozamieszkania,-1,2,blok,56.1,-1,-1,"Gdańsk, Żabianka, ul. Subisława",otodom,wielka płyta,Oferta prywatna,miejskie,1,-1,-1,-1,-1
półotwarta ,wtórny,nie ,3,2007,Gdynia,3,-1,wąska,2 / 3 ,-1,66.0,witomino leśniczówka,własność,"gdynia, witomino leśniczówka, wąska",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,2009,-1,2,-1,-1,1,-1,50.97,-1,-1,"Gdańsk, Morena, Myśliwska",trojmiasto,-1,-1,-1,-1,-1,Centralne,Aneks kuchenny,-1
-1,-1,-1,3,1960,Gdynia,4,-1,-1,3,-1,110.0,-1,-1,"Gdynia, Śródmieście, Chrzanowskiego",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,-1,Starowiejska 41-43/10
brak,wtórny,-1,3,2015,Gdańsk,2,dozamieszkania,-1,3,blok,38.0,-1,-1,"Gdańsk, Jasień, Aleksandry Gabrysiak",otodom,-1,Oferta biura nieruchomości,miejskie,1,200.0,-1,-1,-1
-1,-1,-1,3,2020,-1,4,-1,-1,2,-1,58.0,-1,-1,"Gdynia, Obłuże",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Taras, Aneks kuchenny",-1
-1,-1,-1,4,1954,-1,2,-1,-1,2,-1,45.0,-1,-1,"Gdańsk, Śródmieście, Ogarna",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Piwnica, Kuchnia",-1
-1,pierwotny,-1,1,2019,Gdańsk,4,do wykończenia,-1,parter / 1 ,-1,87.9,niepołomicka,własność,"gdańsk, niepołomicka, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,2019,-1,1,-1,-1,1,-1,61.1,-1,-1,"Gdańsk, Śródmieście, Chmielna",trojmiasto,-1,-1,-1,-1,-1,-1,Miejsce parkingowe,-1
-1,-1,-1,10,1981,-1,3,-1,-1,2,-1,62.4,-1,-1,"Gdańsk, Morena, Janusza, Kusocińskiego",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Siła, Piwnica, Kuchnia",-1
-1,wtórny,tak ,5,2009,Gdańsk,2,-1,szafarnia,4 / 5 ,apartamentowiec,70.0,śródmieście,-1,"gdańsk, śródmieście, szafarnia",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,1960,-1,2,-1,-1,6,-1,46.23,-1,-1,"Gdynia, Morska",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Winda, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
-1,-1,-1,3,2011,-1,3,-1,-1,Parter,-1,70.0,-1,-1,"Gdańsk, Św, Wojciech, Kazimierza, Wielkiego",trojmiasto,-1,-1,-1,-1,-1,-1,Garaż,-1
-1,-1,-1,4,1950,Gdańsk,1,-1,-1,1,kamienica,28.0,staremiasto,-1,"Gdańsk,StareMiasto,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,4,2018,Gdańsk,2,dowykończenia,-1,1,apartamentowiec,47.25,-1,-1,"Gdańsk, Śródmieście, Stare Miasto, Panieńska",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,4,1979,-1,3,-1,-1,4,-1,64.0,-1,-1,"Gdańsk, Zaspa, Dywizjonu, 303",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
aneks,wtórny,-1,12,2019,Gdańsk,3,bardzo wysoki standard,-1,6 / 12 ,apartamentowiec,62.79,wrzeszcz,-1,"gdańsk, wrzeszcz, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2010,-1,3,-1,-1,1,-1,66.0,-1,-1,"Gdynia, Wiczlino, Leona, Staniszewskiego",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Garaż, Winda, Piwnica, Internet, Aneks kuchenny",-1
-1,wtórny,-1,5,1960,Gdynia,2,-1,bp. dominika,1 / 5 ,blok mieszkalny,37.56,wzgórze św. maksymiliana,-1,"gdynia, wzgórze św. maksymiliana, bp. dominika",morizon,-1,-1,-1,-1,-1,-1,-1,-1
w aneksie,-1,-1,3,2009,Gdańsk,2,-1,-1,0,blok,46.2,aniołki,-1,"Gdańsk,Aniołki,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
brak,pierwotny,-1,3,2020,Gdynia,2,dowykończenia,-1,1,blok,39.8,-1,-1,"Gdynia, Obłuże",otodom,pustak,Oferta biura nieruchomości,miejskie,0,200.0,-1,-1,-1
brak,wtórny,-1,4,1976,Gdańsk,2,dozamieszkania,-1,3,-1,36.81,-1,-1,"Gdańsk, Przeróbka, Sienna",otodom,-1,Oferta biura nieruchomości,miejskie,0,300.0,-1,-1,-1
-1,-1,-1,2,1902,-1,5,-1,-1,1,-1,138.0,-1,-1,"Gdańsk, Oliwa, Grunwaldzka",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Kuchnia",-1
brak,wtórny,-1,12,2019,Gdańsk,3,dozamieszkania,-1,2,apartamentowiec,64.57,-1,-1,"Gdańsk, Brzeźno",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,2,1940,-1,4,-1,-1,1,-1,80.25,-1,-1,"Gdańsk, Wrzeszcz, Tadeusza, Kościuszki",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Garaż, Siła, Piwnica, Kuchnia",-1
-1,-1,-1,3,2015,-1,2,-1,-1,Parter,-1,49.13,-1,-1,"Gdańsk, Rębowo, Kazimierza, Leskiego",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Siła, Kuchnia","80-229 gdańsk, al. grunwaldzka 30/32 (wrzeszcz)"
aneks,pierwotny,tak ,3,2021,Gdynia,3,do wykończenia,nasypowa,parter / 3 ,niski blok,48.95,oksywie,własność,"gdynia, oksywie, nasypowa",morizon,-1,-1,-1,-1,-1,-1,-1,-1
bez okna ,wtórny,-1,4,1976,Gdańsk,2,do remontu,jakuba wejhera,parter / 4 ,niski blok,30.7,żabianka,własność,"gdańsk, żabianka, jakuba wejhera",morizon,wielka płyta,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,2018,-1,2,-1,-1,4,-1,41.79,-1,-1,"Gdańsk, Letnica, Starowiejska",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Garaż, Winda, Kuchnia",-1
-1,-1,-1,3,2002,Gdańsk,3,-1,-1,0,blok,69.9,jasień,-1,"Gdańsk,Jasień,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,2008,Gdynia,5,-1,-1,1,apartamentowiec,107.7,małykack,-1,"Gdynia,MałyKack,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1988,-1,2,-1,-1,3,-1,47.6,-1,-1,"Gdańsk, Chełm, Władysława, Cieszyńskiego",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Piwnica, Kuchnia",-1
-1,wtórny,-1,2,1960,Sopot,3,dozamieszkania,-1,1,blok,57.0,-1,-1,"Sopot, Górny, Antoniego Abrahama",otodom,cegła,Oferta biura nieruchomości,miejskie,0,600.0,-1,-1,-1
aneks,wtórny,tak ,3,2020,Gdańsk,4,do wykończenia,przemyska,1 / 3 ,niski blok,109.0,ujeścisko,własność,"gdańsk, ujeścisko, przemyska",morizon,pustak,-1,-1,-1,-1,-1,-1,-1
otwarta ,wtórny,tak ,5,2009,Gdańsk,2,bardzo wysoki standard,szafarnia,2 / 5 ,apartamentowiec,48.0,śródmieście,własność,"gdańsk, śródmieście, szafarnia",morizon,pustak,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,1901,-1,4,-1,-1,2,-1,89.0,-1,-1,"Sopot, Dolny, Sopot, Gen, Kazimierza, Pułaskiego",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Ogródek, Gaz, Piwnica, Miejsce parkingowe",-1
-1,-1,-1,10,1986,-1,2,-1,-1,6,-1,38.0,-1,-1,"Gdańsk, Żabianka, Pomorska",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Miejsce parkingowe",-1
-1,-1,-1,6,2020,Gdańsk,3,-1,-1,1,-1,64.8,-1,-1,"Gdańsk, Śródmieście",trojmiasto,-1,-1,-1,-1,-1,-1,-1,Rzeczypospolitej 8/205
-1,-1,-1,9,1978,Sopot,3,-1,-1,3,-1,53.2,górny,-1,"Sopot,Górny,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,1893,-1,4,-1,-1,1,-1,87.3,-1,-1,"Sopot, Dolny, Sopot, Niepodległości",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Balkon, Gaz, Woda, Kanalizacja, Piwnica, Miejsce parkingowe",-1
-1,-1,-1,3,1966,Gdańsk,2,-1,-1,2,blok,39.0,śródmieście,-1,"Gdańsk,Śródmieście,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1960,-1,2,-1,-1,2,-1,49.0,-1,-1,"Gdańsk, Stare, Przedmieście, Rzeźnicka",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica, Kuchnia",-1
-1,-1,-1,17,2017,Gdańsk,2,-1,-1,17,apartamentowiec,44.0,staremiasto,-1,"Gdańsk,StareMiasto,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1929,Gdynia,4,-1,-1,0,kamienica,79.52,śródmieście,-1,"Gdynia,Śródmieście,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,10,1980,Gdańsk,4,do remontu,-1,7,-1,68.0,żabianka,-1,"Gdańsk,Żabianka,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,2017,Gdańsk,2,-1,-1,3,blok,37.0,śródmieście,-1,"Gdańsk,Śródmieście,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
aneks,wtórny,-1,3,2018,Gdańsk,2,-1,piastowska,parter / 3 ,niski blok,46.0,oliwa,własność,"gdańsk, oliwa, piastowska",morizon,ytong,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,10,1980,Gdynia,3,-1,-1,4,-1,54.93,pogórze,-1,"Gdynia,Pogórze,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,1950,-1,3,-1,-1,1,-1,65.0,-1,-1,"Gdynia, Wzgórze, Maksymiliana, Harcerska",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica, Miejsce parkingowe",-1
oddzielna,wtórny,tak ,4,1980,Gdańsk,3,wysoki standard,henryka arctowskiego,4 / 4 ,niski blok,63.4,morena,spółdzielcze własnościowe,"gdańsk, morena, henryka arctowskiego",morizon,wielka płyta,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,1980,-1,3,-1,-1,4,-1,59.7,-1,-1,"Gdańsk, Morena, Bulońska",trojmiasto,-1,-1,-1,-1,-1,Ogrzewanie miejskie,"Balkon, Gaz, Woda, Kanalizacja, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
-1,-1,-1,2,2017,-1,4,-1,-1,Parter,-1,90.7,-1,-1,"Sopot, Kamienny, Potok, Wejherowska",trojmiasto,-1,-1,-1,-1,-1,-1,"Ogródek, Miejsce parkingowe",-1
w aneksie,-1,-1,11,1980,Gdańsk,2,-1,-1,10,blok,33.0,suchanino,-1,"Gdańsk,Suchanino,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1968,-1,2,-1,-1,3,-1,34.67,-1,-1,"Gdańsk, Wrzeszcz, Mikołaja, Reja",trojmiasto,-1,-1,-1,-1,-1,-1,"Piwnica, Kuchnia",-1
-1,-1,-1,3,1956,-1,3,-1,-1,2,-1,75.0,-1,-1,"Gdańsk, Śródmieście, Piwna",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Garaż, Piwnica, Kuchnia",-1
-1,-1,-1,3,2006,-1,3,-1,-1,Parter,-1,79.1,-1,-1,"Sopot, Wyścigi, Karlikowo, Władysława, Łokietka",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Ogródek, Piwnica",-1
-1,-1,-1,6,1970,-1,1,-1,-1,1,-1,25.0,-1,-1,"Gdynia, Witomino, Widna",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica, Aneks kuchenny, Kablówka",-1
aneks,wtórny,-1,3,1907,Sopot,3,bardzo wysoki standard,józefa czyżewskiego,parter / 3 ,kamienica,97.0,dolny,własność,"sopot, dolny, józefa czyżewskiego",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2008,-1,4,-1,-1,2,-1,85.0,-1,-1,"Gdynia, Działki, Leśne, Wolności",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Balkon, Garaż, Miejsce parkingowe, Internet, Kuchnia",-1
brak,wtórny,-1,17,2016,Gdańsk,4,dozamieszkania,-1,11,blok,71.99,-1,-1,"Gdańsk, Piecki-Migowo, ul. Franciszka Rakoczego",otodom,beton,Oferta prywatna,miejskie,1,595.0,-1,-1,-1
-1,pierwotny,tak ,4,2020,Gdańsk,4,-1,-1,3 / 4 ,blok mieszkalny,61.19,łostowice,-1,"gdańsk, łostowice, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,2018,-1,3,-1,-1,5,-1,76.97,-1,-1,"Gdańsk, Długie, Ogrody, Św, Barbary",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Winda, Woda",-1
-1,wtórny,tak ,5,2019,Gdańsk,3,-1,grudziądzka,1 / 5 ,apartamentowiec,57.96,brzeźno,-1,"gdańsk, brzeźno, grudziądzka",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,10,1980,-1,3,-1,-1,4,-1,54.93,-1,-1,"Gdynia, Obłuże, Podgórska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Piwnica",-1
-1,wtórny,-1,3,2005,Gdynia,2,-1,bernadowska,parter / 3 ,apartamentowiec,48.0,orłowo,-1,"gdynia, orłowo, bernadowska",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,1938,-1,2,-1,-1,2,-1,60.0,-1,-1,"Gdańsk, Wrzeszcz, Jana, Kochanowskiego",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,-1,8,1964,Gdańsk,2,-1,joachima lelewela,7 / 8 ,blok mieszkalny,38.65,wrzeszcz,-1,"gdańsk, wrzeszcz, joachima lelewela",morizon,mieszana,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,4,2014,Gdańsk,3,-1,-1,4,-1,57.24,-1,-1,"Gdańsk, Ujeścisko-Łostowice, ul. Konrada Guderskiego",otodom,-1,Oferta prywatna,miejskie,1,-1,-1,-1,-1
-1,-1,-1,3,1907,-1,3,-1,-1,Parter,-1,97.0,-1,-1,"Sopot, Dolny, Sopot, Józefa, Czyżewskiego",trojmiasto,-1,-1,-1,-1,-1,-1,Piwnica,-1
aneks,pierwotny,-1,3,2020,Gdynia,4,deweloperski,oksywie,parter / 3 ,nowe budownictwo,59.21,gdynia,odrębna własność lokalu,"gdynia, gdynia, oksywie ",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
aneks,pierwotny,tak ,4,2021,Gdańsk,4,do wykończenia,powstania listopadowego,4 / 4 ,blok mieszkalny,84.44,morena,własność,"gdańsk, morena, powstania listopadowego",morizon,silikat,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,1985,-1,2,-1,-1,2,-1,60.39,-1,-1,"Gdańsk, Ujeścisko, Kaliska",trojmiasto,-1,-1,-1,-1,-1,-1,Kuchnia,-1
oddzielna,wtórny,-1,1,1905,Gdańsk,3,do remontu,aleksandra majkowskiego,parter / 1 ,kamienica,82.4,oliwa,własność,"gdańsk, oliwa, aleksandra majkowskiego",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,3,2019,Gdańsk,2,dozamieszkania,-1,1,blok,43.0,-1,-1,"Gdańsk, Przymorze, Obrońców Wybrzeża",otodom,inne,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,10,1974,-1,1,-1,-1,4,-1,30.9,-1,-1,"Gdańsk, Żabianka",trojmiasto,-1,-1,-1,-1,-1,-1,"Piwnica, Internet",-1
-1,-1,-1,4,1979,-1,1,-1,-1,2,-1,28.0,-1,-1,"Gdańsk, Brzeźno, Chodkiewicza",trojmiasto,-1,-1,-1,-1,-1,Miejskie,Miejsce parkingowe,-1
-1,-1,-1,3,2015,Gdańsk,2,do odświeżenia,-1,0,blok,49.13,jasień,-1,"Gdańsk,Jasień,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,2018,-1,3,-1,-1,1,-1,67.0,-1,-1,"Gdańsk, Długie, Ogrody",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1980,-1,4,-1,-1,2,-1,82.0,-1,-1,"Gdańsk, Zaspa, Dywizjonu, 303",trojmiasto,-1,-1,-1,-1,-1,-1,Piwnica,-1
-1,-1,-1,3,2006,-1,3,-1,-1,3,-1,80.9,-1,-1,"Gdynia, Mały, Kack, Kłajpedzka",trojmiasto,-1,-1,-1,-1,-1,Co własne,"Balkon, Garaż, Winda, Taras, Piwnica, Kuchnia",-1
brak,wtórny,-1,10,1974,Gdynia,3,dozamieszkania,-1,0,blok,57.7,-1,-1,"Gdynia, Kamienna Góra, ul. Stanisława Wyspiańskiego",otodom,-1,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,-1,-1,3,2005,Gdynia,3,-1,-1,1,blok,64.9,dąbrowa,-1,"Gdynia,Dąbrowa,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,2019,-1,4,-1,-1,6,-1,112.81,-1,-1,"Gdańsk, Wrzeszcz, Grudziądzka",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Gaz, Woda, Kanalizacja, Miejsce parkingowe, Internet",-1
-1,-1,-1,3,2004,-1,2,-1,-1,3,-1,50.0,-1,-1,"Gdynia, Demptowo, Skarbka",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Balkon, Garaż, Piwnica, Miejsce parkingowe, Kuchnia",-1
-1,-1,-1,4,2019,-1,2,-1,-1,1,-1,56.0,-1,-1,"Gdańsk, Długie, Ogrody, Św, Barbary",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Siła, Kuchnia",-1
-1,pierwotny,tak ,4,2020,Gdańsk,4,-1,-1,1 / 4 ,-1,77.1,jasień,-1,"gdańsk, jasień, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,1904,-1,4,-1,-1,Parter,-1,105.0,-1,-1,"Sopot, Wyścigi, Karlikowo",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,2012,-1,3,-1,-1,6,-1,91.6,-1,-1,"Gdańsk, Środmieście, Toruńska",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,3,1990,Gdynia,4,dozamieszkania,-1,0,-1,70.7,-1,-1,"Gdynia, Dąbrowa, Paprykowa",otodom,-1,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,-1,-1,3,2004,-1,3,-1,-1,3,-1,83.9,-1,-1,"Gdynia, Wielki, Kack, Gryfa, Pomorskiego",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,2013,-1,3,-1,-1,Parter,-1,45.2,-1,-1,"Gdańsk, Szadółki, Jabłoniowa",trojmiasto,-1,-1,-1,-1,-1,Miejskie,"Winda, Taras, Ogródek, Piwnica, Miejsce parkingowe, Aneks kuchenny, Komórka lokatorska, Osiedle zamknięte","80-215 gdańsk, prof. stefana myczkowskiego 6c"
-1,-1,-1,2,1993,-1,4,-1,-1,2,-1,151.61,-1,-1,"Gdynia, Obłuże, Benisławskiego",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Balkon, Siła, Piwnica, Kuchnia",-1
-1,-1,-1,17,2011,-1,3,-1,-1,8,-1,66.9,-1,-1,"Gdańsk, Przymorze, Olsztyńska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Garaż, Winda, Kuchnia",-1
brak,pierwotny,-1,3,2020,Gdańsk,3,-1,-1,3,-1,77.56,-1,-1,"Gdańsk, Piecki-Migowo, Piecki, Myśliwska",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
brak,wtórny,-1,3,1970,Gdańsk,3,dozamieszkania,-1,3,blok,49.0,-1,-1,"Gdańsk, Śródmieście, ul. Elbląska",otodom,cegła,Oferta prywatna,miejskie,0,450.0,-1,-1,-1
-1,-1,-1,4,1950,Gdańsk,2,-1,-1,0,blok,51.6,śródmieście,-1,"Gdańsk,Śródmieście,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,1958,Gdańsk,3,-1,-1,1,kamienica,64.2,śródmieście,-1,"Gdańsk,Śródmieście,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,2,2019,Gdańsk,3,dowykończenia,-1,0,blok,96.17,-1,-1,"Gdańsk, Piecki-Migowo, Morena, Dolne Migowo",otodom,inne,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,1,1950,-1,1,-1,-1,1,-1,28.0,-1,-1,"Gdańsk, Przeróbka, Joachima, Pastoriusza",trojmiasto,-1,-1,-1,-1,-1,-1,"Siła, Kuchnia",-1
-1,-1,-1,3,2000,-1,3,-1,-1,3,-1,83.1,-1,-1,"Gdynia, Wielki, Kack, Gryfa, Pomorskiego",trojmiasto,-1,-1,-1,-1,-1,Co własne,"Garaż, Siła, Piwnica, Internet, Kuchnia",-1
oddzielna,wtórny,tak ,11,1980,Gdańsk,2,wysoki standard,henryka arctowskiego,11 / 11 ,wieżowiec,52.03,morena,własność,"gdańsk, morena, henryka arctowskiego",morizon,wielka płyta,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,12,2019,Gdańsk,3,dozamieszkania,-1,2,apartamentowiec,64.57,-1,-1,"Gdańsk, Brzeźno",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
brak,wtórny,-1,4,2012,Gdańsk,2,-1,-1,1,apartamentowiec,54.0,-1,-1,"Gdańsk, Jasień, Konrada Guderskiego",otodom,pustak,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
aneks,pierwotny,tak ,4,2019,Gdańsk,3,-1,turzycowa,parter / 4 ,blok,68.17,jasień,własność,"gdańsk, jasień, turzycowa",morizon,beton,-1,-1,-1,-1,-1,-1,-1
oddzielna,-1,-1,3,1900,Gdańsk,2,do remontu,-1,1,kamienica,32.53,staremiasto,-1,"Gdańsk,StareMiasto,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
